date,rank,title,artist
2025-02-08,9,Beautiful Things,Benson Boone
2025-02-08,10,Baile Inolvidable,Bad Bunny
2025-02-08,11,Fat Juicy & Wet,Sexyy Red & Bruno Mars
2025-02-08,12,Timeless,The Weeknd & Playboi Carti
2025-02-08,13,Taste,Sabrina Carpenter
2025-02-08,14,30 For 30,SZA With Kendrick Lamar
2025-02-08,15,Sports Car,Tate McRae
2025-02-08,16,Smile,Morgan Wallen
2025-02-08,17,Squabble Up,Kendrick Lamar
2025-02-08,18,Too Sweet,Hozier
2025-02-08,19,Sticky,"Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne"
2025-02-08,20,Stargazing,Myles Smith
2025-02-08,21,Nuevayol,Bad Bunny
2025-02-08,22,High Road,Koe Wetzel & Jessie Murph
2025-02-08,23,Not Like Us,Kendrick Lamar
2025-02-08,24,"Good Luck, Babe!",Chappell Roan
2025-02-08,25,Who,Jimin
2025-02-08,26,BMF,SZA
2025-02-08,27,Whatchu Kno About Me,GloRilla & Sexyy Red
2025-02-08,28,Sailor Song,Gigi Perez
2025-02-08,29,Voy A Llevarte Pa PR,Bad Bunny
2025-02-08,30,Bed Chem,Sabrina Carpenter
2025-02-08,31,No One Noticed,The Marias
2025-02-08,32,Liar,Jelly Roll
2025-02-08,33,EOO,Bad Bunny
2025-02-08,34,Residuals,Chris Brown
2025-02-08,35,I Am Not Okay,Jelly Roll
2025-02-08,36,Bad Dreams,Teddy Swims
2025-02-08,37,Loco,Neton Vega
2025-02-08,38,I Never Lie,Zach Top
2025-02-08,39,Pink Pony Club,Chappell Roan
2025-02-08,40,Wildflower,Billie Eilish
2025-02-08,41,Velda,"Bad Bunny, Omar Courtz & Dei V"
2025-02-08,42,Tweaker,GELO
2025-02-08,43,Please Please Please,Sabrina Carpenter
2025-02-08,44,Indigo,Sam Barber Featuring Avery Anna
2025-02-08,45,El Club,Bad Bunny
2025-02-08,46,4x4xU,Lainey Wilson
2025-02-08,47,I'm Gonna Love You,Cody Johnson & Carrie Underwood
2025-02-08,48,Like Him,"Tyler, The Creator Featuring Lola Young"
2025-02-08,49,Denial Is A River,Doechii
2025-02-08,50,Weltita,Bad Bunny & Chuwi
2025-02-08,51,Good News,Shaboozey
2025-02-08,52,Haunted,Kane Brown With Jelly Roll
2025-02-08,53,I Ain't Sayin',Jordan Davis
2025-02-08,54,Think I'm In Love With You,Chris Stapleton
2025-02-08,55,Que Pasaria...,Rauw Alejandro & Bad Bunny
2025-02-08,56,Perfumito Nuevo,Bad Bunny & RaiNao
2025-02-08,57,Are You Even Real,Teddy Swims & GIVEON
2025-02-08,58,Kloufrens,Bad Bunny
2025-02-08,59,Tu Boda,Oscar Maydon & Fuerza Regida
2025-02-08,60,Diet Pepsi,Addison Rae
2025-02-08,61,Guy For That,Post Malone Featuring Luke Combs
2025-02-08,62,Am I Okay?,Megan Moroney
2025-02-08,63,Ketu Tecre,Bad Bunny
2025-02-08,64,Heart Of A Woman,Summer Walker
2025-02-08,65,The Largest,BigXthaPlug
2025-02-08,66,No Pole,Don Toliver
2025-02-08,67,Blue Jean Baby,Zach Bryan
2025-02-08,68,It's Ok I'm Ok,Tate McRae
2025-02-08,69,Help Me,Real Boston Richey
2025-02-08,70,Peekaboo,Kendrick Lamar Featuring AzChike
2025-02-08,71,"Dum, Dumb, And Dumber","Lil Baby, Young Thug & Future"
2025-02-08,72,Cafe Con Ron,Bad Bunny & Los Pleneros de La Cresta
2025-02-08,73,Backseat Driver,Kane Brown
2025-02-08,74,Bokete,Bad Bunny
2025-02-08,75,GBP,Central Cee Featuring 21 Savage
2025-02-08,76,Turista,Bad Bunny
2025-02-08,77,The Days,CHRYSTAL
2025-02-08,78,Burning Down,Alex Warren
2025-02-08,79,Weren't For The Wind,Ella Langley
2025-02-08,80,Nadie,Tito Double P
2025-02-08,81,Rosones,Tito Double P
2025-02-08,82,Hey Now,Kendrick Lamar Featuring Dody6
2025-02-08,83,Push 2 Start,Tyla
2025-02-08,84,Forever Young,"David Guetta, Alphaville & Ava Max"
2025-02-08,85,Headlock,Imogen Heap
2025-02-08,86,La Mudanza,Bad Bunny
2025-02-08,87,Holy Smokes,Bailey Zimmerman
2025-02-08,88,Pitorro de Coco,Bad Bunny
2025-02-08,89,Defying Gravity,Cynthia Erivo Featuring Ariana Grande
2025-02-08,90,Khe?,Rauw Alejandro & Romeo Santos
2025-02-08,91,Me Jalo,Fuerza Regida & Grupo Frontera
2025-02-08,92,Wondering Why,The Red Clay Strays
2025-02-08,93,Boys Back Home,Dylan Marlowe & Dylan Scott
2025-02-08,94,Mutt,Leon Thomas
2025-02-15,1,Die With A Smile,Lady Gaga & Bruno Mars
2025-02-15,2,I'm The Problem,Morgan Wallen
2025-02-15,1,Luther,Kendrick Lamar & SZA
2025-02-15,25,Birds Of A Feather,Billie Eilish
2025-02-15,2,A Bar Song (Tipsy),Shaboozey
2025-02-15,1,APT.,ROSE & Bruno Mars
2025-02-15,25,Timeless,The Weeknd & Playboi Carti
2025-02-15,2,Lose Control,Teddy Swims
2025-02-15,3,Beautiful Things,Benson Boone
2025-02-15,4,TV Off,Kendrick Lamar Featuring Lefty Gunplay
2025-02-15,5,Love Somebody,Morgan Wallen
2025-02-15,6,Cry For Me,The Weeknd
2025-02-15,7,That's So True,Gracie Abrams
2025-02-15,8,Espresso,Sabrina Carpenter
2025-02-15,9,Not Like Us,Kendrick Lamar
2025-02-15,10,I Had Some Help,Post Malone Featuring Morgan Wallen
2025-02-15,11,DTMF,Bad Bunny
2025-02-15,12,Pink Pony Club,Chappell Roan
2025-02-15,13,Messy,Lola Young
2025-02-15,14,Squabble Up,Kendrick Lamar
2025-02-15,15,Taste,Sabrina Carpenter
2025-02-15,16,30 For 30,SZA With Kendrick Lamar
2025-02-15,17,"Good Luck, Babe!",Chappell Roan
2025-02-15,18,Too Sweet,Hozier
2025-02-15,19,Stargazing,Myles Smith
2025-02-15,20,Baile Inolvidable,Bad Bunny
2025-02-15,21,Denial Is A River,Doechii
2025-02-15,22,Sticky,"Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne"
2025-02-15,23,Abracadabra,Lady Gaga
2025-02-15,24,Smile,Morgan Wallen
2025-02-15,25,High Road,Koe Wetzel & Jessie Murph
2025-02-15,26,Wildflower,Billie Eilish
2025-02-15,27,Sports Car,Tate McRae
2025-02-15,28,Fat Juicy & Wet,Sexyy Red & Bruno Mars
2025-02-15,29,Sailor Song,Gigi Perez
2025-02-15,30,Who,Jimin
2025-02-15,31,Nuevayol,Bad Bunny
2025-02-15,32,Bed Chem,Sabrina Carpenter
2025-02-15,33,Whatchu Kno About Me,GloRilla & Sexyy Red
2025-02-15,34,No One Noticed,The Marias
2025-02-15,35,Again,Fetty Wap
2025-02-15,36,BMF,SZA
2025-02-15,37,Sao Paulo,The Weeknd & Anitta
2025-02-15,38,Liar,Jelly Roll
2025-02-15,39,Wake Me Up,The Weeknd & Justice
2025-02-15,40,Baptized In Fear,The Weeknd
2025-02-15,41,Please Please Please,Sabrina Carpenter
2025-02-15,42,Open Hearts,The Weeknd
2025-02-15,43,Loco,Neton Vega
2025-02-15,44,I Never Lie,Zach Top
2025-02-15,45,Tweaker,GELO
2025-02-15,46,Residuals,Chris Brown
2025-02-15,47,Reflections Laughing,"The Weeknd, Travis Scott & Florence + The Machine"
2025-02-15,48,4x4xU,Lainey Wilson
2025-02-15,49,Voy A Llevarte Pa PR,Bad Bunny
2025-02-15,50,Indigo,Sam Barber Featuring Avery Anna
2025-02-15,51,4X4,Travis Scott
2025-02-15,52,I'm Gonna Love You,Cody Johnson & Carrie Underwood
2025-02-15,53,EOO,Bad Bunny
2025-02-15,54,Enjoy The Show,The Weeknd & Future
2025-02-15,55,Bad Dreams,Teddy Swims
2025-02-15,56,Like Him,"Tyler, The Creator Featuring Lola Young"
2025-02-15,57,Good News,Shaboozey
2025-02-15,58,Think I'm In Love With You,Chris Stapleton
2025-02-15,59,Niagara Falls,The Weeknd
2025-02-15,60,I Ain't Sayin',Jordan Davis
2025-02-15,61,Velda,"Bad Bunny, Omar Courtz & Dei V"
2025-02-15,62,The Abyss,The Weeknd & Lana Del Rey
2025-02-15,63,Take Me Back To LA,The Weeknd
2025-02-15,64,El Club,Bad Bunny
2025-02-15,65,Given Up On Me,The Weeknd
2025-02-15,66,Am I Okay?,Megan Moroney
2025-02-15,67,Guy For That,Post Malone Featuring Luke Combs
2025-02-15,68,Opening Night,The Weeknd
2025-02-15,69,Diet Pepsi,Addison Rae
2025-02-15,70,Que Pasaria...,Rauw Alejandro & Bad Bunny
2025-02-15,71,Tu Boda,Oscar Maydon & Fuerza Regida
2025-02-15,72,Are You Even Real,Teddy Swims & GIVEON
2025-02-15,73,Heart Of A Woman,Summer Walker
2025-02-15,74,Blue Jean Baby,Zach Bryan
2025-02-15,75,Peekaboo,Kendrick Lamar Featuring AzChike
2025-02-15,76,I Can't Wait To Get There,The Weeknd
2025-02-15,77,The Largest,BigXthaPlug
2025-02-15,78,7 Dias,Gabito Ballesteros & Tito Double P
2025-02-15,79,Haunted,Kane Brown With Jelly Roll
2025-02-15,80,No Pole,Don Toliver
2025-02-15,81,Weltita,Bad Bunny & Chuwi
2025-02-15,82,Weren't For The Wind,Ella Langley
2025-02-15,83,Help Me,Real Boston Richey
2025-02-15,84,Headlock,Imogen Heap
2025-02-15,85,Hey Now,Kendrick Lamar Featuring Dody6
2025-02-15,86,Nissan Altima,Doechii
2025-02-15,87,Kloufrens,Bad Bunny
2025-02-15,88,Perfumito Nuevo,Bad Bunny & RaiNao
2025-02-15,89,The Days,CHRYSTAL
2025-02-15,90,Love Hangover,JENNIE & Dominic Fike
2025-02-15,91,Rosones,Tito Double P
2025-02-15,92,Nadie,Tito Double P
2025-02-15,93,Forever Young,"David Guetta, Alphaville & Ava Max"
2025-02-15,94,Worst Way,Riley Green
2025-02-22,1,Not Like Us,Kendrick Lamar
2025-02-22,15,Luther,Kendrick Lamar & SZA
2025-02-22,1,TV Off,Kendrick Lamar Featuring Lefty Gunplay
2025-02-22,40,Die With A Smile,Lady Gaga & Bruno Mars
2025-02-22,15,Squabble Up,Kendrick Lamar
2025-02-22,1,Birds Of A Feather,Billie Eilish
2025-02-22,40,APT.,ROSE & Bruno Mars
2025-02-22,2,A Bar Song (Tipsy),Shaboozey
2025-02-22,3,Pink Pony Club,Chappell Roan
2025-02-22,4,30 For 30,SZA With Kendrick Lamar
2025-02-22,5,Beautiful Things,Benson Boone
2025-02-22,6,Lose Control,Teddy Swims
2025-02-22,7,Abracadabra,Lady Gaga
2025-02-22,8,All The Stars,Kendrick Lamar & SZA
2025-02-22,9,That's So True,Gracie Abrams
2025-02-22,10,Timeless,The Weeknd & Playboi Carti
2025-02-22,11,Love Somebody,Morgan Wallen
2025-02-22,12,Espresso,Sabrina Carpenter
2025-02-22,13,I'm The Problem,Morgan Wallen
2025-02-22,14,I Had Some Help,Post Malone Featuring Morgan Wallen
2025-02-22,15,Denial Is A River,Doechii
2025-02-22,16,Messy,Lola Young
2025-02-22,17,"Good Luck, Babe!",Chappell Roan
2025-02-22,18,Taste,Sabrina Carpenter
2025-02-22,19,DTMF,Bad Bunny
2025-02-22,20,Too Sweet,Hozier
2025-02-22,21,Cry For Me,The Weeknd
2025-02-22,22,Peekaboo,Kendrick Lamar Featuring AzChike
2025-02-22,23,Wildflower,Billie Eilish
2025-02-22,24,Stargazing,Myles Smith
2025-02-22,25,Tweaker,GELO
2025-02-22,26,Sticky,"Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne"
2025-02-22,27,Humble.,Kendrick Lamar
2025-02-22,28,BMF,SZA
2025-02-22,29,High Road,Koe Wetzel & Jessie Murph
2025-02-22,30,Baile Inolvidable,Bad Bunny
2025-02-22,31,Sailor Song,Gigi Perez
2025-02-22,32,Smile,Morgan Wallen
2025-02-22,33,Bed Chem,Sabrina Carpenter
2025-02-22,34,Who,Jimin
2025-02-22,35,Sports Car,Tate McRae
2025-02-22,36,Liar,Jelly Roll
2025-02-22,37,No One Noticed,The Marias
2025-02-22,38,Whatchu Kno About Me,GloRilla & Sexyy Red
2025-02-22,39,Like That,"Future, Metro Boomin & Kendrick Lamar"
2025-02-22,40,Fat Juicy & Wet,Sexyy Red & Bruno Mars
2025-02-22,41,Please Please Please,Sabrina Carpenter
2025-02-22,42,Nuevayol,Bad Bunny
2025-02-22,43,I Never Lie,Zach Top
2025-02-22,44,4x4xU,Lainey Wilson
2025-02-22,45,I'm Gonna Love You,Cody Johnson & Carrie Underwood
2025-02-22,46,Loco,Neton Vega
2025-02-22,47,Indigo,Sam Barber Featuring Avery Anna
2025-02-22,48,Residuals,Chris Brown
2025-02-22,49,Twenties,Giveon
2025-02-22,50,Hey Now,Kendrick Lamar Featuring Dody6
2025-02-22,51,Good News,Shaboozey
2025-02-22,52,Like Him,"Tyler, The Creator Featuring Lola Young"
2025-02-22,53,Bad Dreams,Teddy Swims
2025-02-22,54,Voy A Llevarte Pa PR,Bad Bunny
2025-02-22,55,Ordinary,Alex Warren
2025-02-22,56,I Ain't Sayin',Jordan Davis
2025-02-22,57,Hard Fought Hallelujah,Brandon Lake X Jelly Roll
2025-02-22,58,4X4,Travis Scott
2025-02-22,59,EOO,Bad Bunny
2025-02-22,60,Am I Okay?,Megan Moroney
2025-02-22,61,Guy For That,Post Malone Featuring Luke Combs
2025-02-22,62,Born Again,LISA Featuring Doja Cat & RAYE
2025-02-22,63,Que Pasaria...,Rauw Alejandro & Bad Bunny
2025-02-22,64,Velda,"Bad Bunny, Omar Courtz & Dei V"
2025-02-22,65,Heart Of A Woman,Summer Walker
2025-02-22,66,Diet Pepsi,Addison Rae
2025-02-22,67,Nissan Altima,Doechii
2025-02-22,68,Sao Paulo,The Weeknd & Anitta
2025-02-22,69,Tu Boda,Oscar Maydon & Fuerza Regida
2025-02-22,70,Burning Down,Alex Warren
2025-02-22,71,Wacced Out Murals,Kendrick Lamar
2025-02-22,72,The Largest,BigXthaPlug
2025-02-22,73,No Pole,Don Toliver
2025-02-22,74,Euphoria,Kendrick Lamar
2025-02-22,75,Dodger Blue,"Kendrick Lamar Featuring Wallie the Sensei, Siete7x & Roddy Ricch"
2025-02-22,76,El Club,Bad Bunny
2025-02-22,77,Headlock,Imogen Heap
2025-02-22,78,Backseat Driver,Kane Brown
2025-02-22,79,Are You Even Real,Teddy Swims & GIVEON
2025-02-22,80,Baptized In Fear,The Weeknd
2025-02-22,81,Worst Way,Riley Green
2025-02-22,82,Guess,Charli xcx Featuring Billie Eilish
2025-02-22,83,Khe?,Rauw Alejandro & Romeo Santos
2025-02-22,84,Mutt,Leon Thomas
2025-02-22,85,Nadie,Tito Double P
2025-02-22,86,Forever Young,"David Guetta, Alphaville & Ava Max"
2025-02-22,87,The Greatest,Billie Eilish
2025-02-22,88,Open Hearts,The Weeknd
2025-02-22,89,Haunted,Kane Brown With Jelly Roll
2025-02-22,90,Push 2 Start,Tyla
2025-02-22,91,Rosones,Tito Double P
2025-02-22,92,Weren't For The Wind,Ella Langley
2025-02-22,93,The Days,CHRYSTAL
2025-02-22,94,Weltita,Bad Bunny & Chuwi
2025-03-01,1,Luther,Kendrick Lamar & SZA
2025-03-01,2,Not Like Us,Kendrick Lamar
2025-03-01,1,Die With A Smile,Lady Gaga & Bruno Mars
2025-03-01,13,TV Off,Kendrick Lamar Featuring Lefty Gunplay
2025-03-01,2,Squabble Up,Kendrick Lamar
2025-03-01,1,Gimme A Hug,Drake
2025-03-01,13,APT.,ROSE & Bruno Mars
2025-03-01,2,Birds Of A Feather,Billie Eilish
2025-03-01,3,A Bar Song (Tipsy),Shaboozey
2025-03-01,4,Nokia,Drake
2025-03-01,5,Pink Pony Club,Chappell Roan
2025-03-01,6,Lose Control,Teddy Swims
2025-03-01,7,Beautiful Things,Benson Boone
2025-03-01,8,30 For 30,SZA With Kendrick Lamar
2025-03-01,9,All The Stars,Kendrick Lamar & SZA
2025-03-01,10,That's So True,Gracie Abrams
2025-03-01,11,Espresso,Sabrina Carpenter
2025-03-01,12,CN Tower,PARTYNEXTDOOR & Drake
2025-03-01,13,Love Somebody,Morgan Wallen
2025-03-01,14,I Had Some Help,Post Malone Featuring Morgan Wallen
2025-03-01,15,Die Trying,"PARTYNEXTDOOR, Drake & Yebba"
2025-03-01,16,Taste,Sabrina Carpenter
2025-03-01,17,I'm The Problem,Morgan Wallen
2025-03-01,18,Timeless,The Weeknd & Playboi Carti
2025-03-01,19,Please Please Please,Sabrina Carpenter
2025-03-01,20,Something About You,PARTYNEXTDOOR & Drake
2025-03-01,21,Busy Woman,Sabrina Carpenter
2025-03-01,22,Messy,Lola Young
2025-03-01,23,Moth Balls,PARTYNEXTDOOR & Drake
2025-03-01,24,Somebody Loves Me,PARTYNEXTDOOR & Drake
2025-03-01,25,Deeper,PARTYNEXTDOOR
2025-03-01,26,Denial Is A River,Doechii
2025-03-01,27,Abracadabra,Lady Gaga
2025-03-01,28,Too Sweet,Hozier
2025-03-01,29,Spider-Man Superman,PARTYNEXTDOOR & Drake
2025-03-01,30,"Good Luck, Babe!",Chappell Roan
2025-03-01,31,Crying In Chanel,Drake
2025-03-01,32,Peekaboo,Kendrick Lamar Featuring AzChike
2025-03-01,33,Bed Chem,Sabrina Carpenter
2025-03-01,34,Small Town Fame,Drake
2025-03-01,35,Stargazing,Myles Smith
2025-03-01,36,DTMF,Bad Bunny
2025-03-01,37,Raining In Houston,Drake
2025-03-01,38,Who,Jimin
2025-03-01,39,Pimmie's Dilemma,"Pimmie, PARTYNEXTDOOR & Drake"
2025-03-01,40,High Road,Koe Wetzel & Jessie Murph
2025-03-01,41,Brian Steel,Drake
2025-03-01,42,Wildflower,Billie Eilish
2025-03-01,43,BMF,SZA
2025-03-01,44,Baile Inolvidable,Bad Bunny
2025-03-01,45,Liar,Jelly Roll
2025-03-01,46,Sticky,"Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne"
2025-03-01,47,Sailor Song,Gigi Perez
2025-03-01,48,Cry For Me,The Weeknd
2025-03-01,49,No One Noticed,The Marias
2025-03-01,50,Whatchu Kno About Me,GloRilla & Sexyy Red
2025-03-01,51,Sports Car,Tate McRae
2025-03-01,52,Smile,Morgan Wallen
2025-03-01,53,Tweaker,GELO
2025-03-01,54,Lasers,PARTYNEXTDOOR & Drake
2025-03-01,55,I Never Lie,Zach Top
2025-03-01,56,I'm Gonna Love You,Cody Johnson & Carrie Underwood
2025-03-01,57,Meet Your Padre,"PARTYNEXTDOOR, Drake & Chino Pacas"
2025-03-01,58,Residuals,Chris Brown
2025-03-01,59,Indigo,Sam Barber Featuring Avery Anna
2025-03-01,60,Celibacy,PARTYNEXTDOOR & Drake
2025-03-01,61,15 Minutes,Sabrina Carpenter
2025-03-01,62,4x4xU,Lainey Wilson
2025-03-01,63,Bad Dreams,Teddy Swims
2025-03-01,64,Greedy,PARTYNEXTDOOR & Drake
2025-03-01,65,Fat Juicy & Wet,Sexyy Red & Bruno Mars
2025-03-01,66,Nuevayol,Bad Bunny
2025-03-01,67,When He's Gone,PARTYNEXTDOOR & Drake
2025-03-01,68,OMW,PARTYNEXTDOOR & Drake
2025-03-01,69,Good News,Shaboozey
2025-03-01,70,Like Him,"Tyler, The Creator Featuring Lola Young"
2025-03-01,71,Loco,Neton Vega
2025-03-01,72,Worst Way,Riley Green
2025-03-01,73,I Ain't Sayin',Jordan Davis
2025-03-01,74,Ordinary,Alex Warren
2025-03-01,75,Hey Now,Kendrick Lamar Featuring Dody6
2025-03-01,76,Guy For That,Post Malone Featuring Luke Combs
2025-03-01,77,Glorious,PARTYNEXTDOOR & Drake
2025-03-01,78,Couldn't Make It Any Harder,Sabrina Carpenter
2025-03-01,79,Por Esos Ojos,Fuerza Regida
2025-03-01,80,Voy A Llevarte Pa PR,Bad Bunny
2025-03-01,81,Bad Reviews,Sabrina Carpenter
2025-03-01,82,Am I Okay?,Megan Moroney
2025-03-01,83,Heart Of A Woman,Summer Walker
2025-03-01,84,Twenties,Giveon
2025-03-01,85,EOO,Bad Bunny
2025-03-01,86,Push 2 Start,Tyla
2025-03-01,87,Que Pasaria...,Rauw Alejandro & Bad Bunny
2025-03-01,88,The Largest,BigXthaPlug
2025-03-01,89,Tu Boda,Oscar Maydon & Fuerza Regida
2025-03-01,90,4X4,Travis Scott
2025-03-01,91,Mutt,Leon Thomas
2025-03-01,92,No Pole,Don Toliver
2025-03-01,93,Velda,"Bad Bunny, Omar Courtz & Dei V"
2025-03-01,94,Juno,Sabrina Carpenter
2025-03-08,1,Luther,Kendrick Lamar & SZA
2025-03-08,1,Die With A Smile,Lady Gaga & Bruno Mars
2025-03-08,1,Not Like Us,Kendrick Lamar
2025-03-08,14,TV Off,Kendrick Lamar Featuring Lefty Gunplay
2025-03-08,1,A Bar Song (Tipsy),Shaboozey
2025-03-08,1,APT.,ROSE & Bruno Mars
2025-03-08,14,Birds Of A Feather,Billie Eilish
2025-03-08,2,Pink Pony Club,Chappell Roan
2025-03-08,3,Lose Control,Teddy Swims
2025-03-08,4,Squabble Up,Kendrick Lamar
2025-03-08,5,Nokia,Drake
2025-03-08,6,Beautiful Things,Benson Boone
2025-03-08,7,That's So True,Gracie Abrams
2025-03-08,8,Love Somebody,Morgan Wallen
2025-03-08,9,30 For 30,SZA With Kendrick Lamar
2025-03-08,10,Sports Car,Tate McRae
2025-03-08,11,I Had Some Help,Post Malone Featuring Morgan Wallen
2025-03-08,12,Espresso,Sabrina Carpenter
2025-03-08,13,I'm The Problem,Morgan Wallen
2025-03-08,14,Timeless,The Weeknd & Playboi Carti
2025-03-08,15,Messy,Lola Young
2025-03-08,16,Revolving Door,Tate McRae
2025-03-08,17,All The Stars,Kendrick Lamar & SZA
2025-03-08,18,Taste,Sabrina Carpenter
2025-03-08,19,Denial Is A River,Doechii
2025-03-08,20,Too Sweet,Hozier
2025-03-08,21,"Good Luck, Babe!",Chappell Roan
2025-03-08,22,Gimme A Hug,Drake
2025-03-08,23,Die Trying,"PARTYNEXTDOOR, Drake & Yebba"
2025-03-08,24,DTMF,Bad Bunny
2025-03-08,25,Abracadabra,Lady Gaga
2025-03-08,26,Stargazing,Myles Smith
2025-03-08,27,Who,Jimin
2025-03-08,28,Bed Chem,Sabrina Carpenter
2025-03-08,29,Liar,Jelly Roll
2025-03-08,30,Please Please Please,Sabrina Carpenter
2025-03-08,31,Peekaboo,Kendrick Lamar Featuring AzChike
2025-03-08,32,Sailor Song,Gigi Perez
2025-03-08,33,Baile Inolvidable,Bad Bunny
2025-03-08,34,High Road,Koe Wetzel & Jessie Murph
2025-03-08,35,No One Noticed,The Marias
2025-03-08,36,BMF,SZA
2025-03-08,37,I Know Love,Tate McRae Featauring The Kid LAROI
2025-03-08,38,Dear God,Tate McRae
2025-03-08,39,Wildflower,Billie Eilish
2025-03-08,40,I Never Lie,Zach Top
2025-03-08,41,Sticky,"Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne"
2025-03-08,42,Smile,Morgan Wallen
2025-03-08,43,Whatchu Kno About Me,GloRilla & Sexyy Red
2025-03-08,44,Cry For Me,The Weeknd
2025-03-08,45,I'm Gonna Love You,Cody Johnson & Carrie Underwood
2025-03-08,46,Busy Woman,Sabrina Carpenter
2025-03-08,47,Purple Lace Bra,Tate McRae
2025-03-08,48,Miss Possessive,Tate McRae
2025-03-08,49,Indigo,Sam Barber Featuring Avery Anna
2025-03-08,50,Residuals,Chris Brown
2025-03-08,51,Tweaker,GELO
2025-03-08,52,Call Me When You Break Up,"Selena Gomez, benny blanco & Gracie Abrams"
2025-03-08,53,Worst Way,Riley Green
2025-03-08,54,CN Tower,PARTYNEXTDOOR & Drake
2025-03-08,55,Somebody Loves Me,PARTYNEXTDOOR & Drake
2025-03-08,56,Bad Dreams,Teddy Swims
2025-03-08,57,Good News,Shaboozey
2025-03-08,58,bloodonmyhands,Tate McRae Featuring Flo Milli
2025-03-08,59,I Ain't Sayin',Jordan Davis
2025-03-08,60,Loco,Neton Vega
2025-03-08,61,Mutt,Leon Thomas
2025-03-08,62,Nuevayol,Bad Bunny
2025-03-08,63,cLOUDs,J. Cole
